ID;ACTE;DESCRIPCIO;EMAIL_ACTE;WEB_ACTE;A_CARREC;LLOC;DATA_INI;DATA_FI;GRATUIT;PREU;HORA_INI;HORA_FI;IMATGE;DISTRICTE;TIPUS_ACTE;OBSERVACIONS;CICLE;DESCRIPCIOCICLE;CICLE_DATA_INI;CICLE_DATA_FI;DATA_PUB;X;Y;LONGITUD;LATITUD;URL
80613;Projeccions d òpera: Manon;Teatre;;;;Espai Musical de Terrassa - ESMUT;2015-06-27 17:00:00;2015-06-27 ;T;;01/01/1900 17:00:00;;;1;;;III TEMPORADA D ÒPERA DE L ESMUT                                                                                                                                                                        ;;2014-09-13;2015-06-27;2015-02-06;418758,705;4601741,0301;2,0245746232324;41.5613696324296;http://www.terrassa.cat/veureacte?numActe=80613
80913;Taller familiar:  Fes la teva felicitació de Nadal ;Literatura i poesia;bd3@terrassa.cat                                                                                    ;;;Biblioteca Districte 3 - BD3;2015-12-10 17:30:00;2015-12-10 19:00:00;F;;01/01/1900 17:30:00;01/01/1900 19:00:00;;3;;Taller adreçat a infants de 6 a 12 anys. Places limitades. Cal inscripció prèvia a la biblioteca.;;;;;2015-03-05;418412,8125;4601133,0625;2,0205096600361;41.5558590031147;http://www.terrassa.cat/veureacte?numActe=80913
81064;Exposició:  L Arqueologia de la mort a Terrassa ;Exposicions;bd4@terrasa.cat                                                                                     ;http://www.terrassa.cat/agenda-cultural                                                             ;;Biblioteca Districte 4 - BD4;2015-10-13 ;2015-10-31 ;T;;;;;4;;Produïda pel Museu de Terrassa i patrocinada per la Funerària de Terrassa;;;;;2015-03-05;416598,3321;4601276,4798;1,998734287762;41.5569633541812;http://www.terrassa.cat/veureacte?numActe=81064
81117;Inauguració exposició:  Personnel I ;Exposicions;;;TERESA PUIG;Centre de Documentació i Museu Tèxtil - CDMT;2015-12-14 12:30:00;2015-12-14 ;F;;01/01/1900 12:30:00;;;1;;;;;;;2015-02-06;418355,875;4602149,25;2,0196887629231;41.5650050279025;http://www.terrassa.cat/veureacte?numActe=81117
81118;Taller Furoshiki de Nadal;Cursos;;;;Centre de Documentació i Museu Tèxtil - CDMT;2015-12-13 10:30:00;2015-12-13 ;F;20 euros                                                                                                                                                                                                                                                       ;01/01/1900 10:30:00;;;1;;;;;;;2015-02-06;418355,875;4602149,25;2,0196887629231;41.5650050279025;http://www.terrassa.cat/veureacte?numActe=81118
81119;Taller de cors teixits per Nadal;Cursos;;;;Centre de Documentació i Museu Tèxtil - CDMT;2015-12-14 11:30:00;2015-12-14 ;T;;01/01/1900 11:30:00;;;1;;;;;;;2015-02-06;418355,875;4602149,25;2,0196887629231;41.5650050279025;http://www.terrassa.cat/veureacte?numActe=81119
81120;Taller.  Aquest cop la brodem ;Cursos;;;;Centre de Documentació i Museu Tèxtil - CDMT;2015-12-23 16:30:00;2015-12-23 ;T;;01/01/1900 16:30:00;;;1;;;;;;;2015-03-05;418355,875;4602149,25;2,0196887629231;41.5650050279025;http://www.terrassa.cat/veureacte?numActe=81120
81189;Xerrem: grups de conversa en català;Literatura i poesia;bd4@terrassa.cat                                                                                    ;http://www.terrassa.cat/ca/xerrem                                                                   ;CAL I VEU PRÒPIA;Biblioteca Districte 4 - BD4;2015-06-22 16:00:00;2015-06-22 17:30:00;T;;01/01/1900 16:00:00;01/01/1900 17:30:00;;4;;Grups de conversa a prop teu per parlar en català amb fluïdesa i seguretat.;XERREM: GRUPS DE CONVERSA EN CATALÀ                                                                                                                                                                     ;Grups de conversa a prop teu per parlar en català amb fluïdesa i seguretat.  Parlarem... de les qüestions que parla la gent quan es troba al carrer, en un bar, en una sala d espera...Qüestions habituals en què podem intervenir fàcilment: de nosaltres: del vestir, del menjar, del treball, del descans, de la salut...dels altres: de la família, dels amics i amigues, dels companys, de les veïnes... Del món: de la natura, del temps, dels animals, de les plantes, del mar, del clima, de l ecologia... del que necessitem: de la rutina diària, de l aigua, de la casa, de la feina, del transport, dels diners... del que ens agrada: de les aficions, de sortides i viatges, de festes, de jocs, dels espectacles. Aconseguiràs...  Conèixer i comunicar-te amb persones de llocs diversos amb un interès comú.  Parlar el català amb seguretat i confiança allà on vulguis. Fer nous amics i amigues.  Conèixer una mica més el país on vivim.  Tenir una experiència engrescadora.  Quant costa? Res. És gratuït. Jo m hi puc apuntar? Si ets major d edat i ja saps una mica de català, però encara no t atreveixes a seguir una conversa una mica llarga, no t hi pensis més: endavant! Com m hi puc apuntar? Per telèfon a cadascuna de les biblioteques o bé enviant un correu a xerremterrassa@)gmail.com Quan i on ho farem? A la bct.  Els dissabtes de 11:00 12:30h. A la bd2. Els dimarts i divendres de 16:30 a 18:00h. A la bd3. Els dilluns de 19:00h a 20:30h i els dimarts de 10:30h a 12:00h. A la bd4. Els dilluns i dimecres de 16h a 17.30h A la bd6. Els dimarts, dijous  i divendres de 10:30 a 12:00h.  Informa-te n al 93 789 45 89 (bct), 93 786 91 62 (bd2), 93 739 70 14 (bd3), 93 739 74 23 (bd4) i al 93 739 74 20 (bd6)  ;2010-01-01;2020-01-01;2015-03-05;416598,3321;4601276,4798;1,998734287762;41.5569633541812;http://www.terrassa.cat/veureacte?numActe=81189
81443;Fira-mercat INTERCANVI, PROMOCIÓ DEL COL.LECCIONISME I ANTIGUITATS ;Altres activitats;;http://colleccionistesgrupterrassa.wordpress.com/                                                   ;;;2015-01-01 ;2015-12-31 ;F;;;;;1;;;;;;;2015-05-12;;;;;http://www.terrassa.cat/veureacte?numActe=81443
81952;Cinefòrum:  Tomboy ;Dones;polgenere@terrassa.cat                                                                              ;http://www.terrassa.cat/dona                                                                        ;;Cinema Catalunya;2015-06-29 16:30:00;2015-06-29 18:30:00;F;Aportació de 2 euros                                                                                                                                                                                                                                           ;01/01/1900 16:30:00;01/01/1900 18:30:00;;1;;La temàtica tractada es la transsexualitat i identitat sexual a la infancia;CINEFÒRUM  LES DONES  2015                                                                                                                                                                              ;;2015-02-23;2015-11-23;2015-02-06;417629,2002;4601958,6767;2,01100090581;41.5632141414593;http://www.terrassa.cat/veureacte?numActe=81952
81953;Cinefòrum:  Katmandú.un espejo en el cielo ;Dones;polgenere@terrassa.cat                                                                              ;http://www.terrassa.cat/dona                                                                        ;;Cinema Catalunya;2015-09-28 16:30:00;2015-09-28 18:30:00;F;Aportació de 2 euros                                                                                                                                                                                                                                           ;01/01/1900 16:30:00;01/01/1900 18:30:00;;1;;La temàtica tractada és la dona i la implicació social;CINEFÒRUM  LES DONES  2015                                                                                                                                                                              ;;2015-02-23;2015-11-23;2015-02-26;417629,2002;4601958,6767;2,01100090581;41.5632141414593;http://www.terrassa.cat/veureacte?numActe=81953
81954;Cinefòrum:  La bicicleta verde ;Dones;polgenere@terrassa.cat                                                                              ;http://www.terrassa.cat/dona                                                                        ;;Cinema Catalunya;2015-11-23 16:30:00;2015-11-23 18:30:00;F;Aportació de 2 euros                                                                                                                                                                                                                                           ;01/01/1900 16:30:00;01/01/1900 18:30:00;;1;;La temàtica tractada és les nenes i la violència masclista;CINEFÒRUM  LES DONES  2015                                                                                                                                                                              ;;2015-02-23;2015-11-23;2015-02-06;417629,2002;4601958,6767;2,01100090581;41.5632141414593;http://www.terrassa.cat/veureacte?numActe=81954
81978;Teatre:  La extraña pareja ;Teatre;;http://www.fundacioct.cat/                                                                          ;JOAN PERA I ANTONIO DECHENT;Centre Cultural Terrassa;2015-07-06 21:00:00;2015-07-06 ;F;20 euros                                                                                                                                                                                                                                                       ;01/01/1900 21:00:00;;;1;;Venda d entrades i abonaments:  Internet:  www.fundacioct.cat Telèfon: 902 180 677 Taquilla Centre cultural Terrassa. Dimecres a dissabte de 16 a 20h i una hora abans de la funció.;TEMPORADA CENTRE CULTURAL FEBRER-JULIOL 2015                                                                                                                                                            ;Dansa, circ, música, teatre i exposicions.;2015-02-06;2015-07-06;2015-02-06;417279,125;4602301,0625;2,0067558628217;41.5662615099901;http://www.terrassa.cat/veureacte?numActe=81978
82125;Aprenem: Taller d intercanvi lingüístic;Literatura i poesia;bd2@terrassa.cat                                                                                    ;http://www.terrassa.cat/aprenem                                                                     ;APRENEM TERRASSA;Biblioteca Districte 2 - BD2;2015-06-20 10:00:00;2015-06-20 13:00:00;T;;01/01/1900 10:00:00;01/01/1900 13:00:00;;2;CURSOS;Tallers basats en l intercanvi lingüístic. Participa-hi aprenent i ensenyant. Només podràn assistir als tallers les persones que s hauràn preinscrit enviant un correu electrònic a aprenem@gmail.con. Les admissions depenen de les places disponibles. El tallers es faran a la sala d actes de la biblioteca del districte 2 cada dissabte de 10:30 a 13:30 h.;APRENEM LLENGÜES LLEGINT I PARLANT                                                                                                                                                                      ;Entitat ciutadana que porta endavant els projectes  Aprenem llengües llegint i parlant  per afavorir l ús social del català i dotar-nos d instruments de comunicació comuns: Aprenem Català, Castellà, Euskara, Portuguès, Francès, Italià, Anglès, Xinès, Àrab, Alemany, Urdú, Mandinga, Rus... Aprenent i ensenyant reforcem la cohesió i la integració socials. Apunta-t hi!!!  ;2009-01-01;2010-12-31;2015-05-08;419161,9672;4602096,365;2,0293622826613;41.564610698772;http://www.terrassa.cat/veureacte?numActe=82125
82126;Aprenem: Taller d intercanvi lingüístic;Literatura i poesia;bd2@terrassa.cat                                                                                    ;http://www.terrassa.cat/aprenem                                                                     ;APRENEM TERRASSA;Biblioteca Districte 2 - BD2;2015-06-27 10:00:00;2015-06-27 13:00:00;T;;01/01/1900 10:00:00;01/01/1900 13:00:00;;2;CURSOS;Tallers basats en l intercanvi lingüístic. Participa-hi aprenent i ensenyant. Només podràn assistir als tallers les persones que s hauràn preinscrit enviant un correu electrònic a aprenem@gmail.con. Les admissions depenen de les places disponibles. El tallers es faran a la sala d actes de la biblioteca del districte 2 cada dissabte de 10:30 a 13:30 h.;APRENEM LLENGÜES LLEGINT I PARLANT                                                                                                                                                                      ;Entitat ciutadana que porta endavant els projectes  Aprenem llengües llegint i parlant  per afavorir l ús social del català i dotar-nos d instruments de comunicació comuns: Aprenem Català, Castellà, Euskara, Portuguès, Francès, Italià, Anglès, Xinès, Àrab, Alemany, Urdú, Mandinga, Rus... Aprenent i ensenyant reforcem la cohesió i la integració socials. Apunta-t hi!!!  ;2009-01-01;2010-12-31;2015-05-18;419161,9672;4602096,365;2,0293622826613;41.564610698772;http://www.terrassa.cat/veureacte?numActe=82126
82140;Curs d iniciació a la guitarra acústica;Música;;;DAVID GARCIA;Bucs Baumann;2015-03-02 20:00:00;2015-07-01 21:00:00;F;151 euros                                                                                                                                                                                                                                                      ;01/01/1900 20:00:00;01/01/1900 21:00:00;;1;;;;;;;2015-04-28;418296,8265;4602005,4055;2,0190002573779;41.5637035223721;http://www.terrassa.cat/veureacte?numActe=82140
82142;Curs d iniciació a la guitarra acústica;Música;;;ROC CALVET;Bucs Baumann;2015-03-07 17:00:00;2015-07-27 18:30:00;F;128 euros                                                                                                                                                                                                                                                      ;01/01/1900 17:00:00;01/01/1900 18:30:00;;1;;;;;;;2015-04-28;418296,8265;4602005,4055;2,0190002573779;41.5637035223721;http://www.terrassa.cat/veureacte?numActe=82142
82144;Curs d iniciació a la bateria;Música;;;DAVID TRAVER;Bucs Baumann;2015-03-04 18:30:00;2015-07-01 20:00:00;F;157 euros                                                                                                                                                                                                                                                      ;01/01/1900 18:30:00;01/01/1900 20:00:00;;1;;;;;;;2015-02-09;418296,8265;4602005,4055;2,0190002573779;41.5637035223721;http://www.terrassa.cat/veureacte?numActe=82144
82145;Curs d iniciació al cant;Música;;;MARTA RIBA;Bucs Baumann;2015-03-05 18:00:00;2015-06-25 19:30:00;F;148 euros                                                                                                                                                                                                                                                      ;01/01/1900 18:00:00;01/01/1900 19:30:00;;1;;;;;;;2015-02-09;418296,8265;4602005,4055;2,0190002573779;41.5637035223721;http://www.terrassa.cat/veureacte?numActe=82145
82146;Curs d iniciació a la guitarra elèctrica;Música;;;VÍCTOR MARTÍNEZ;Bucs Baumann;2015-03-06 17:00:00;2015-06-26 18:30:00;F;148 euros                                                                                                                                                                                                                                                      ;01/01/1900 17:00:00;01/01/1900 18:30:00;;1;;;;;;;2015-02-09;418296,8265;4602005,4055;2,0190002573779;41.5637035223721;http://www.terrassa.cat/veureacte?numActe=82146
82176;Viure la natura: Sortides amb dinar de Sarró;Sortides/Excursions;gentgran@terrassa.cat                                                                               ;;;;2015-03-04 ;2015-11-25 ;F;13,90 euros                                                                                                                                                                                                                                                    ;;;;0;;Informació i inscripcions:  Promoció de la Gent Gran, ca de Sant Ildefons, 8, telèfon 937 883 333, de dilluns a divendres de 9:00 a 14:00 h. ;ACTIVA EL +60 VIURE LA NATURA                                                                                                                                                                           ;;2015-03-04;2015-11-25;2015-02-20;;;;;http://www.terrassa.cat/veureacte?numActe=82176
82235;Visita a Ermites i Capelles de Terrassa;Gent gran;gentgran@terrassa.cat                                                                               ;;;Capella de Sant Jaume;2015-09-17 10:30:00;2015-09-17 ;T;;01/01/1900 10:30:00;;;5;;Inscripció: Promoció de la Gent Gran, ca de Sant Ildefons número 8, de dilluns a divendres de 9:00 a 14:00 h., telèfon 937 883 333. Lloc de trobada: A concretar en el moment de la inscripció.;ACTIVA EL +60 ERMITES I CAPELLES DE TERRASSA                                                                                                                                                            ;;2015-02-19;2015-11-19;2015-02-26;;;;;http://www.terrassa.cat/veureacte?numActe=82235
82236;Visita a Ermites i Capelles de Terrassa;Gent gran;gentgran@terrassa.cat                                                                               ;;;Ermita del Sagrat Cor;2015-10-15 10:30:00;2015-10-15 ;T;;01/01/1900 10:30:00;;;7;;Inscripció: Promoció de la Gent Gran, ca de Sant Ildefons número 8, de dilluns a divendres de 9:00 a 14:00 h., telèfon 937 883 333. Lloc de trobada: A concretar en el moment de la inscripció.;ACTIVA EL +60 ERMITES I CAPELLES DE TERRASSA                                                                                                                                                            ;;2015-02-19;2015-11-19;2015-02-18;;;;;http://www.terrassa.cat/veureacte?numActe=82236
82237;Visita a Ermites i Capelles de Terrassa;Gent gran;gentgran@terrassa.cat                                                                               ;;;Ermita de Sant Cristòfol;2015-11-19 10:30:00;2015-11-19 ;T;;01/01/1900 10:30:00;;;2;;Inscripció: Promoció de la Gent Gran, ca de Sant Ildefons número 8, de dilluns a divendres de 9:00 a 14:00 h., telèfon 937 883 333. Lloc de trobada: Mòssen Àngel Rodamilans, 82.;ACTIVA EL +60 ERMITES I CAPELLES DE TERRASSA                                                                                                                                                            ;;2015-02-19;2015-11-19;2015-02-18;419219,0313;4601687,4375;2,0301016132093;41.5609336371396;http://www.terrassa.cat/veureacte?numActe=82237
82289;Pel.lícula:Mi amigo Mr. Morgan;Gent gran;gentgran@terrassa.cat                                                                               ;;;Cinema Catalunya;2015-09-21 15:00:00;2015-09-21 ;F;2 euros                                                                                                                                                                                                                                                        ;01/01/1900 15:00:00;;;1;;;ACTIVA EL +60 CINEMA                                                                                                                                                                                    ;;2015-03-16;2015-11-16;2015-02-26;417629,2002;4601958,6767;2,01100090581;41.5632141414593;http://www.terrassa.cat/veureacte?numActe=82289
82291;Pel.lícula: Ocho apellidos vascos;Gent gran;gentgran@terrassa.cat                                                                               ;;;Cinema Catalunya;2015-11-16 17:00:00;2015-11-16 ;F;2 euros                                                                                                                                                                                                                                                        ;01/01/1900 17:00:00;;;1;;;ACTIVA EL +60 CINEMA                                                                                                                                                                                    ;;2015-03-16;2015-11-16;2015-02-26;417629,2002;4601958,6767;2,01100090581;41.5632141414593;http://www.terrassa.cat/veureacte?numActe=82291
82296;Monogràfic: Descobrir les meravelles de la S.E. Catedral Basílica del Sant Esperit de Terrassa;Gent gran;gentgran@terrassa.cat                                                                               ;;;Complex Els Telers;2015-10-07 ;2015-10-28 ;T;;;;;1;;Inscripció gratuïta Promoció de la Gent Gran Sant Ildefons, 8 Tel. 937883333 ;ACTIVA EL +60 MONOGRÀFICS                                                                                                                                                                               ;;2015-04-08;2015-10-28;2015-02-25;417769,5867;4602404,5788;2,0126232210079;41.5672444059863;http://www.terrassa.cat/veureacte?numActe=82296
82321;Exposició:  Migracions: arrels que ens enriqueixen     ;Exposicions;bd5@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd5                                                                         ;REGIDORIA DE CIUTADANIA I DRETS CIVILS;Biblioteca Districte 5 - BD5;2015-06-15 ;2015-06-27 ;T;;;;;5;;;;;;;2015-03-18;417563,7066;4603383,9827;2,0100197166697;41.5760437114654;http://www.terrassa.cat/veureacte?numActe=82321
82341;Pel.lícula: Chef;Gent gran;gentgran@terrassa.cat                                                                               ;;;Cinema Catalunya;2015-10-19 17:00:00;2015-10-19 ;F;2 euros                                                                                                                                                                                                                                                        ;01/01/1900 17:00:00;;;1;;;ACTIVA EL +60 CINEMA                                                                                                                                                                                    ;;2015-03-16;2015-11-16;2015-02-26;417629,2002;4601958,6767;2,01100090581;41.5632141414593;http://www.terrassa.cat/veureacte?numActe=82341
82345;Converses. Parlem, opinem, xerrem!! Converses de Ca n Anglada;Gent gran;;;;Casal de la Gent Gran de Ca n Anglada;2015-01-27 ;2015-12-15 ;F;;;;;2;;;;;;;2015-02-23;418998,1542;4602103,1576;2,027396984708;41.5646552842475;http://www.terrassa.cat/veureacte?numActe=82345
82346;Curs de construcció d escaiola A;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-03-04 ;2015-11-18 ;F;No socis: 180 euros Socis: 120 euros                                                                                                                                                                                                                           ;;;;4;;Adults (de 15 a 99 anys) Materials inclosos;;;;;2015-02-23;;;;;http://www.terrassa.cat/veureacte?numActe=82346
82347;Curs de construcció d escaiola B;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-05-20 ;2015-11-18 ;F;No socis: 120 euros Socis: 80 euros                                                                                                                                                                                                                            ;;;;4;;Adults (de 15 a 99 anys) Materials inclosos;;;;;2015-03-12;;;;;http://www.terrassa.cat/veureacte?numActe=82347
82348;Curs de construcció amb pòrex A;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-03-04 ;2015-11-18 ;F;No socis: 180 euros Socis: 120 euros                                                                                                                                                                                                                           ;;;;4;;Adults (de 15 a 99 anys) Materials inclosos;;;;;2015-02-23;;;;;http://www.terrassa.cat/veureacte?numActe=82348
82349;Curs de construcció amb pòrex B;Cursos;;http://pessebres.terrassa.net                                                                       ;;Agrupació de Pessebristes de Terrassa;2015-05-20 ;2015-07-29 ;F;No socis: 90 euros Socis: 60 euros                                                                                                                                                                                                                             ;;;;4;;Adults (de 15 a 99 anys) Materials inclosos;;;;;2015-03-12;;;;;http://www.terrassa.cat/veureacte?numActe=82349
82350;Curs de pintura artística I;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-05-12 ;2015-07-31 ;F;No socis: 90 euros Socis: 60 euros                                                                                                                                                                                                                             ;;;;4;;Adults (de 15 a 99 anys) Materials no inclosos, els aporta l alumne;;;;;2015-03-09;;;;;http://www.terrassa.cat/veureacte?numActe=82350
82351;Curs de pintura artística II;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-09-01 ;2015-11-24 ;F;No socis: 90 euros Socis: 60 euros                                                                                                                                                                                                                             ;;;;4;;Adults (de 15 a 99 anys) Materials no inclosos, els aporta l alumne;;;;;2015-02-26;;;;;http://www.terrassa.cat/veureacte?numActe=82351
82352;Curs de modelatge de figures A;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-03-02 ;2015-06-22 ;F;No socis: 135 euros Socis: 90 euros                                                                                                                                                                                                                            ;;;;4;;Adults (de 15 a 99 anys) Materials inclosos, + utilització del forn;;;;;2015-02-23;;;;;http://www.terrassa.cat/veureacte?numActe=82352
82353;Curs de modelatge de figures B;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-10-05 ;2015-12-23 ;F;No socis: 90 euros Socis: 60 euros                                                                                                                                                                                                                             ;;;;4;;Adults (de 15 a 99 anys) Materials inclosos, + utilització del forn;;;;;2015-02-26;;;;;http://www.terrassa.cat/veureacte?numActe=82353
82354;Curset infantil;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-09-19 ;2015-11-21 ;F;No socis: 110 euros Socis: 75 euros                                                                                                                                                                                                                            ;;;;4;;Infantil (de 7 a 14 anys) Materials inclosos, + figures;;;;;2015-02-26;;;;;http://www.terrassa.cat/veureacte?numActe=82354
82382;Via lucis (camí de llums);Actes Religiosos;;http://bisbatdeterrassa.net/?page_id=183                                                            ;MONS. JOSEP ÀNGEL SAIZ MENESES;Museu de Terrassa - Seu d Ègara. Esglésies de Sant Pere de Terrassa;2015-05-23 18:00:00;2015-08-23 20:00:00;F;;01/01/1900 18:00:00;01/01/1900 20:00:00;;1;;Via lucis (camí de la llum) des de Santa Maria d Ègara (antiga catedral) a la Catedral del Sant Esperit amb la participació de diverses corals, i a les 20h. Missa en ritu hispanomossàrab a la Catedral, presidida per Mons. Josep Àngel Saiz Meneses, Bisbe diocesà.;CELEBRACIÓ DEL 1400 ANIVERSARI DEL CONCILI D ÈGARA                                                                                                                                                      ;;2015-01-13;2015-06-28;2015-03-12;418240,8005;4602365,3248;2,018279390698;41.5669392401605;http://www.terrassa.cat/veureacte?numActe=82382
82383;Missa en ritu hispanomossàrab;Actes Religiosos;;http://bisbatdeterrassa.net/?page_id=183                                                            ;MONS. JOSEP ÀNGEL SAIZ MENESES;Catedral del Sant Esperit;2015-05-23 20:00:00;2015-08-23 ;F;;01/01/1900 20:00:00;;;1;;Via lucis (camí de la llum) des de Santa Maria d Ègara (antiga catedral) a la Catedral del Sant Esperit amb la participació de diverses corals, i a les 20h. Missa en ritu hispanomossàrab a la Catedral, presidida per Mons. Josep Àngel Saiz Meneses, Bisbe diocesà.;CELEBRACIÓ DEL 1400 ANIVERSARI DEL CONCILI D ÈGARA                                                                                                                                                      ;;2015-01-13;2015-06-28;2015-03-12;417684,364;4601813,3955;2,0116823161998;41.561911419221;http://www.terrassa.cat/veureacte?numActe=82383
82384;Espectacle musical religios:  Llum de llum ;Música;;http://bisbatdeterrassa.net/?page_id=183                                                            ;;Catedral del Sant Esperit;2015-06-26 21:00:00;2015-06-28 ;F;;01/01/1900 21:00:00;;;1;;;CELEBRACIÓ DEL 1400 ANIVERSARI DEL CONCILI D ÈGARA                                                                                                                                                      ;;2015-01-13;2015-06-28;2015-03-05;417684,364;4601813,3955;2,0116823161998;41.561911419221;http://www.terrassa.cat/veureacte?numActe=82384
